,SERIAL_NO,DICT_NO,C_NO,SCC,NO_P,FC,TSP_EMI,PM_EMI,X_BLANK1,PM25_EMI,SOX_EMI,NOX_EMI,THC_EMI,NMHC_EMI,CO_EMI,PB_EMI,COMP_KIND1,WGS84_E,WGS84_N,ORI_QU1,X_BLANK2,DIA,X_BLANK3,HEI,X_BLANK4,TEMP,X_BLANK5,VEL,ASSUME_Q,ASSUME_D,ASSUME_H,ASSUME_T,ASSUME_V,NO_S,ASSUME_HD,HD1,ASSUME_DW,DW1,ASSUME_WY,WY1,X_BLANK6,X_BLANK7,X_BLANK8,X_BLANK9,X_BLANK10,X_BLANK11,EQ_1,A_NAME1,EQ_2,A_NAME2,EQ_3,A_NAME3,EQ_4,A_NAME4,EQ_5,A_NAME5,TSP_EFF,TSP_EFF1,SOX_EFF,NOX_EFF,VOC_EFF,CO_EFF,PB_EFF,ID_AREA,COMP_NAM,ZS,TSP_RANK,SOX_RANK,NOX_RANK,VOC_RANK,CO_RANK,PB_RANK,鄉鎮代碼,鄉鎮名稱,縣市代碼,縣市名稱,AREA,TOWNID,TOWNCODE,TOWNENG,COUNTYID,COUNTYCODE
50,24840,211,E5600841,30300808,EB1V,,0.117,0.084,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35084,22.5493,187.4,,1.85,,34.0,,67,,6.2,,,,,,PB19,,24,,7,,51,,0,,,0,0,AB14,脈動式袋式集塵器,,　,,　,,　,,　,99.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
51,24841,211,E5600841,30300808,EB1V,,0.117,0.084,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35098,22.54937,229.4,,1.85,,34.0,,67,,7.6,,,,,,PB1A,,24,,7,,51,,0,,,0,0,AB14,脈動式袋式集塵器,,　,,　,,　,,　,99.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
52,24842,211,E5600841,30300808,EB1V,,0.117,0.084,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35081,22.54954,225.2,,1.85,,34.0,,67,,7.5,,,,,,PB1B,,24,,7,,51,,0,,,0,0,AB14,脈動式袋式集塵器,,　,,　,,　,,　,99.6,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
53,24843,211,E5600841,30300825,EB11,,10.535,8.99,0.0,7.328,0.0,0.0,0.0,0.0,0.0,0.006,2411,120.33942,22.54539,7236.8,,3.25,,26.6,,69,,18.9,,,,,,PB1C,,24,,7,,51,,0,,,0,0,AB16,脈動式袋式集塵器,,　,,　,,　,,　,99.59,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
54,24844,211,E5600841,30300808,EB35,,3.89,1.984,0.0,1.354,0.0,0.0,0.0,0.0,0.0,0.002,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
55,24845,211,E5600841,30300808,EB36,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
56,24846,211,E5600841,30300808,EB37,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
57,24847,211,E5600841,30300808,EB38,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
58,24848,211,E5600841,30300808,EB39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
59,24849,211,E5600841,30300808,EB3A,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
60,24850,211,E5600841,30300808,EB3B,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
61,24851,211,E5600841,30300808,EB3C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
62,24852,211,E5600841,30300808,EB3D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
63,24853,211,E5600841,30300808,EB3E,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
64,24854,211,E5600841,30300808,EB3F,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
65,24855,211,E5600841,30300808,EB3G,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
66,24856,211,E5600841,30300808,EB3H,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
67,24857,211,E5600841,30300808,EB3I,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
68,24858,211,E5600841,30300808,EB3J,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
69,24859,211,E5600841,30300808,EB3K,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
70,24860,211,E5600841,30300808,EB3L,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
71,24861,211,E5600841,30300808,EB3M,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
72,24862,211,E5600841,30300808,EB3N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
73,24863,211,E5600841,30300808,EB3O,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
74,24864,211,E5600841,30300808,EB3P,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
75,24865,211,E5600841,30300808,EB3Q,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
76,24866,211,E5600841,30300808,EB3R,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
77,24867,211,E5600841,30300808,EB3S,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
78,24868,211,E5600841,30300808,EB3T,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
79,24869,211,E5600841,30300808,EB3U,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
80,24870,211,E5600841,30300808,EB3V,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
81,24871,211,E5600841,30300808,EB3W,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
82,24872,211,E5600841,30300808,EB3X,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
83,24873,211,E5600841,30300808,EB3Y,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
84,24874,211,E5600841,30101885,EB4G,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35248,22.54777,7844.5,,3.5,,40.3,,28,,15.2,,,,,,PB31,,24,,7,,51,,0,,,0,0,AB31,空氣逆洗式袋式集塵器,,　,,　,,　,,　,99.57,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
85,24875,211,E5600841,30300809,EB31,,16.443,14.031,0.0,11.437,0.0,0.0,0.0,0.0,0.0,0.009,2411,120.3527,22.54774,5852.5,,3.5,,29.8,,57,,12.5,,,,,,PB32,,24,,7,,51,,0,,,0,0,AB33,脈動式袋式集塵器,,　,,　,,　,,　,99.42,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
86,24876,211,E5600841,20100801,EB32,FUL,4.369,3.065,0.0,2.951,0.0,0.0,0.0,0.0,0.0,0.003,2411,120.35287,22.54784,5309.2,,4.5,,70.0,,153,,9.4,,,,,,PB33,,24,,7,,51,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
87,24877,211,E5600841,20100801,EB33,FUL,0.0,0.0,0.0,0.0,90.217,50.113,0.0,0.0,0.0,0.0,2411,120.35287,22.54784,5309.2,,4.5,,70.0,,153,,9.4,,,,,,PB33,,24,,7,,51,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
88,24878,211,E5600841,20100801,EB34,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35287,22.54784,5309.2,,4.5,,70.0,,153,,9.4,,,,,,PB33,,24,,7,,51,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
89,24879,211,E5600841,20100801,EB42,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35287,22.54784,5309.2,,4.5,,70.0,,153,,9.4,,,,,,PB33,,24,,7,,51,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
90,24880,211,E5600841,30300809,EB31,,3.89,3.32,0.0,2.706,0.0,0.0,0.0,0.0,0.0,0.002,2411,120.35301,22.54779,5991.7,,3.5,,40.4,,56,,12.8,,,,,,PB34,,24,,7,,51,,0,,,0,0,AB32,空氣逆洗式袋式集塵器,,　,,　,,　,,　,98.43,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
91,24881,211,E5600841,30300808,EB3Z,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35301,22.54779,5991.7,,3.5,,40.4,,56,,12.8,,,,,,PB34,,24,,7,,51,,0,,,0,0,AB32,空氣逆洗式袋式集塵器,,　,,　,,　,,　,98.43,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
92,24882,211,E5600841,30300808,EB47,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35292,22.54774,219.8,,2.2,,52.2,,72,,8.4,,,,,,PB35,,24,,7,,51,,0,,,0,0,AB37,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
93,24883,211,E5600841,30300808,EB47,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35303,22.54768,266.2,,2.2,,52.2,,83,,10.5,,,,,,PB36,,24,,7,,51,,0,,,0,0,AB37,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
94,24884,211,E5600841,30300808,EB47,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35305,22.54771,236.2,,2.2,,52.2,,70,,8.9,,,,,,PB37,,24,,7,,51,,0,,,0,0,AB37,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
95,24885,211,E5600841,30300808,EB47,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35297,22.54764,237.5,,2.2,,52.2,,86,,9.4,,,,,,PB38,,24,,7,,51,,0,,,0,0,AB37,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
96,24886,211,E5600841,30300808,EB48,,0.141,0.12,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35285,22.54759,872.3,,1.8,,52.2,,78,,7.7,,,,,,PB39,,24,,7,,51,,0,,,0,0,AB38,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
97,24887,211,E5600841,30300808,EB49,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35292,22.54756,15.0,,2.2,,52.2,,150,,0.1,*,,,*,*,PB3A,,24,,7,,51,,0,,,0,0,AB39,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
98,24888,211,E5600841,30300808,EB49,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.3528,22.54754,15.0,,2.2,,52.2,,150,,0.1,*,,,*,*,PB3B,,24,,7,,51,,0,,,0,0,AB39,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
99,24889,211,E5600841,30300808,EB49,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35275,22.54747,15.0,,2.2,,52.2,,150,,0.1,*,,,*,*,PB3C,,24,,7,,51,,0,,,0,0,AB39,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
100,24890,211,E5600841,30300808,EB49,,0.057,0.049,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35285,22.54742,15.0,,2.2,,52.2,,150,,0.1,*,,,*,*,PB3D,,24,,7,,51,,0,,,0,0,AB39,其他袋式集塵器,,　,,　,,　,,　,98.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
101,24891,211,E5600841,30300809,EB31,,9.708,8.285,0.0,6.753,0.0,0.0,0.0,0.0,0.0,0.006,2411,120.34887,22.5452,12557.2,,4.0,,46.5,,40,,19.7,,,,,,PB3E,,24,,7,,51,,0,,,0,0,AB3A,空氣逆洗式袋式集塵器,,　,,　,,　,,　,98.51,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
